hhid,animalid,altitude,goats,sheep,cattle,donkeys,species,breed,sex,age,bdt,bsr,avaq,area,pathogen,landuse,result
1120,57934,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070582,BSR013685,AVAQ57934,Hola,rvf,Irrigated,negative
1120,57901,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070596,BSR013718,AVAQ57901,Hola,brucella,Irrigated,negative
1120,57013,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070564,BSR013683,AVAQ57013,Hola,rvf,Irrigated,negative
1120,58112,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070593,BSR013719,AVAQ58112,Hola,qfever,Irrigated,negative
1120,57915,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070411,BSR013682,AVAQ57915,Hola,rvf,Irrigated,negative
1120,58094,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070597,BSR013720,AVAQ58094,Hola,brucella,Irrigated,negative
1120,56950,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070591,BSR013723,AVAQ56950,Hola,brucella,Irrigated,negative
1120,56900,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070598,BSR013721,AVAQ56900,Hola,rvf,Irrigated,negative
1120,56780,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070580,BSR013675,AVAQ56780,Hola,brucella,Irrigated,negative
1120,56798,102,25,50,0,0,Sheep,Black Head Persian,Female,Weaner,BDT070585,BSR013677,AVAQ56798,Hola,qfever,Irrigated,negative
1120,56900,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070598,BSR013721,AVAQ56900,Hola,qfever,Irrigated,negative
1120,58112,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070593,BSR013719,AVAQ58112,Hola,brucella,Irrigated,negative
1120,56858,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070579,BSR013676,AVAQ56858,Hola,brucella,Irrigated,negative
1120,57995,102,25,50,0,0,Sheep,Black Head Persian,Male,Adult,BDT070586,BSR013678,AVAQ57995,Hola,rvf,Irrigated,negative
1120,57199,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070587,BSR013724,AVAQ57199,Hola,rvf,Irrigated,positive
1120,57923,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070590,BSR013715,AVAQ57923,Hola,rvf,Irrigated,positive
1120,58074,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070575,BSR013687,AVAQ58074,Hola,rvf,Irrigated,negative
1120,57934,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070582,BSR013685,AVAQ57934,Hola,qfever,Irrigated,positive
1120,57901,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070596,BSR013718,AVAQ57901,Hola,qfever,Irrigated,negative
1120,57008,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070594,BSR013713,AVAQ57008,Hola,rvf,Irrigated,negative
1120,57013,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070564,BSR013683,AVAQ57013,Hola,brucella,Irrigated,negative
1120,58094,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070597,BSR013720,AVAQ58094,Hola,qfever,Irrigated,negative
1120,58074,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070575,BSR013687,AVAQ58074,Hola,brucella,Irrigated,negative
1120,57013,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070564,BSR013683,AVAQ57013,Hola,qfever,Irrigated,positive
1120,57898,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070574,BSR013681,AVAQ57898,Hola,qfever,Irrigated,negative
1120,57024,102,25,50,0,0,Sheep,Black Head Persian,Female,Weaner,BDT070592,BSR013680,AVAQ57024,Hola,brucella,Irrigated,negative
1120,56881,102,25,50,0,0,Sheep,Black Head Persian,Male,Weaner,BDT070569,BSR013698,AVAQ56881,Hola,rvf,Irrigated,negative
1120,57923,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070590,BSR013715,AVAQ57923,Hola,brucella,Irrigated,negative
1120,57008,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070594,BSR013713,AVAQ57008,Hola,qfever,Irrigated,negative
1120,57199,102,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070587,BSR013724,AVAQ57199,Hola,qfever,Irrigated,positive
1120,57995,102,25,50,0,0,Sheep,Black Head Persian,Male,Adult,BDT070586,BSR013678,AVAQ57995,Hola,brucella,Irrigated,negative
1120,57934,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070582,BSR013685,AVAQ57934,Hola,brucella,Irrigated,negative
1120,57235,102,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070570,BSR013589,AVAQ57235,Hola,rvf,Irrigated,negative
1127,56939,103.1,12,10,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT070853,BSR013707,AVAQ56939,Hola,rvf,Irrigated,negative
1127,57916,103.1,12,10,0,0,Sheep,Black Head Persian,Female,Adult,BDT070773,BSR013647,AVAQ57916,Hola,qfever,Irrigated,positive
1127,56896,103.1,12,10,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT070772,BSR013618,AVAQ56896,Hola,brucella,Irrigated,negative
1127,56939,103.1,12,10,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT070853,BSR013707,AVAQ56939,Hola,brucella,Irrigated,negative
1127,58078,103.1,12,10,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070784,BSR013605,AVAQ58078,Hola,rvf,Irrigated,negative
1127,57916,103.1,12,10,0,0,Sheep,Black Head Persian,Female,Adult,BDT070773,BSR013647,AVAQ57916,Hola,rvf,Irrigated,negative
1127,58078,103.1,12,10,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070784,BSR013605,AVAQ58078,Hola,brucella,Irrigated,negative
1127,56896,103.1,12,10,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT070772,BSR013618,AVAQ56896,Hola,qfever,Irrigated,positive
1127,57916,103.1,12,10,0,0,Sheep,Black Head Persian,Female,Adult,BDT070773,BSR013647,AVAQ57916,Hola,brucella,Irrigated,negative
1127,56896,103.1,12,10,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT070772,BSR013618,AVAQ56896,Hola,rvf,Irrigated,negative
1127,58078,103.1,12,10,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070784,BSR013605,AVAQ58078,Hola,qfever,Irrigated,positive
1127,56939,103.1,12,10,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT070853,BSR013707,AVAQ56939,Hola,qfever,Irrigated,positive
1150,57231,98.7,,,,,Sheep,Black Head Persian,Female,Weaner,BDT070584,BSR013703,AVAQ57231,Hola,brucella,Irrigated,negative
1150,57231,98.7,,,,,Sheep,Black Head Persian,Female,Weaner,BDT070584,BSR013703,AVAQ57231,Hola,rvf,Irrigated,negative
1150,57231,98.7,,,,,Sheep,Black Head Persian,Female,Weaner,BDT070584,BSR013703,AVAQ57231,Hola,qfever,Irrigated,negative
1176,57010,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071112,BSR013706,AVAQ57010,Hola,rvf,Irrigated,negative
1176,57880,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071149,BSR013620,AVAQ57880,Hola,brucella,Irrigated,negative
1176,57879,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Weaner,BDT071124,BSR013717,AVAQ57879,Hola,brucella,Irrigated,negative
1176,58089,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071127,BSR013711,AVAQ58089,Hola,brucella,Irrigated,negative
1176,56875,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071143,BSR013679,AVAQ56875,Hola,qfever,Irrigated,positive
1176,57273,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071113,BSR013690,AVAQ57273,Hola,qfever,Irrigated,positive
1176,56840,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071128,BSR013710,AVAQ56840,Hola,qfever,Irrigated,negative
1176,57993,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071132,BSR013709,AVAQ57993,Hola,brucella,Irrigated,negative
1176,56923,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071119,BSR013699,AVAQ56923,Hola,brucella,Irrigated,negative
1176,56923,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071119,BSR013699,AVAQ56923,Hola,rvf,Irrigated,negative
1176,56845,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070595,BSR013691,AVAQ56845,Hola,brucella,Irrigated,negative
1176,56851,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Weaner,BDT071150,BSR013603,AVAQ56851,Hola,qfever,Irrigated,negative
1176,56875,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071143,BSR013679,AVAQ56875,Hola,brucella,Irrigated,negative
1176,57243,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071154,BSR013590,AVAQ57243,Hola,rvf,Irrigated,negative
1176,57949,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071140,BSR013586,AVAQ57949,Hola,rvf,Irrigated,positive
1176,57904,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070563,BSR013700,AVAQ57904,Hola,rvf,Irrigated,positive
1176,57993,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071132,BSR013709,AVAQ57993,Hola,qfever,Irrigated,negative
1176,57908,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071145,BSR013613,AVAQ57908,Hola,qfever,Irrigated,negative
1176,56923,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071119,BSR013699,AVAQ56923,Hola,qfever,Irrigated,negative
1176,57949,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071140,BSR013586,AVAQ57949,Hola,qfever,Irrigated,negative
1176,56863,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071153,BSR013592,AVAQ56863,Hola,qfever,Irrigated,negative
1176,58104,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071142,BSR013615,AVAQ58104,Hola,rvf,Irrigated,negative
1176,58000,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Weaner,BDT071158,BSR013617,AVAQ58000,Hola,rvf,Irrigated,negative
1176,57273,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071113,BSR013690,AVAQ57273,Hola,brucella,Irrigated,negative
1176,57992,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071121,BSR013583,AVAQ57992,Hola,brucella,Irrigated,negative
1176,57163,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071123,BSR013714,AVAQ57163,Hola,brucella,Irrigated,negative
1176,58000,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Weaner,BDT071158,BSR013617,AVAQ58000,Hola,brucella,Irrigated,negative
1176,56951,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070603,BSR013701,AVAQ56951,Hola,qfever,Irrigated,negative
1176,57243,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071154,BSR013590,AVAQ57243,Hola,brucella,Irrigated,negative
1176,57905,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Adult,BDT071157,BSR013606,AVAQ57905,Hola,qfever,Irrigated,negative
1176,57905,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Adult,BDT071157,BSR013606,AVAQ57905,Hola,brucella,Irrigated,negative
1176,56911,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070726,BSR013661,AVAQ56911,Hola,qfever,Irrigated,negative
1176,56837,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071138,BSR013697,AVAQ56837,Hola,brucella,Irrigated,negative
1176,56863,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071153,BSR013592,AVAQ56863,Hola,brucella,Irrigated,negative
1176,56844,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070602,BSR013704,AVAQ56844,Hola,qfever,Irrigated,negative
1176,56955,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Adult,BDT071129,BSR013693,AVAQ56955,Hola,brucella,Irrigated,negative
1176,57992,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071121,BSR013583,AVAQ57992,Hola,qfever,Irrigated,negative
1176,56873,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071152,BSR013601,AVAQ56873,Hola,brucella,Irrigated,negative
1176,58092,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT071137,BSR013622,AVAQ58092,Hola,brucella,Irrigated,negative
1176,56951,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070603,BSR013701,AVAQ56951,Hola,rvf,Irrigated,positive
1176,57936,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071147,BSR013598,AVAQ57936,Hola,brucella,Irrigated,negative
1176,56868,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071146,BSR013673,AVAQ56868,Hola,rvf,Irrigated,positive
1176,56840,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071128,BSR013710,AVAQ56840,Hola,brucella,Irrigated,negative
1176,57010,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071112,BSR013706,AVAQ57010,Hola,qfever,Irrigated,negative
1176,57908,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071145,BSR013613,AVAQ57908,Hola,rvf,Irrigated,positive
1176,57879,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Weaner,BDT071124,BSR013717,AVAQ57879,Hola,qfever,Irrigated,negative
1176,57243,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071154,BSR013590,AVAQ57243,Hola,qfever,Irrigated,negative
1176,56911,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070726,BSR013661,AVAQ56911,Hola,rvf,Irrigated,negative
1176,56844,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070602,BSR013704,AVAQ56844,Hola,rvf,Irrigated,positive
1176,58092,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT071137,BSR013622,AVAQ58092,Hola,rvf,Irrigated,positive
1176,56873,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071152,BSR013601,AVAQ56873,Hola,qfever,Irrigated,negative
1176,57273,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071113,BSR013690,AVAQ57273,Hola,rvf,Irrigated,positive
1176,56851,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Weaner,BDT071150,BSR013603,AVAQ56851,Hola,brucella,Irrigated,negative
1176,56837,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071138,BSR013697,AVAQ56837,Hola,rvf,Irrigated,positive
1176,56951,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070603,BSR013701,AVAQ56951,Hola,brucella,Irrigated,negative
1176,57880,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071149,BSR013620,AVAQ57880,Hola,rvf,Irrigated,negative
1176,56895,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071111,BSR013695,AVAQ56895,Hola,rvf,Irrigated,positive
1176,57910,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Weaner,BDT070562,BSR013686,AVAQ57910,Hola,qfever,Irrigated,negative
1176,57021,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071126,BSR013712,AVAQ57021,Hola,rvf,Irrigated,positive
1176,56844,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070602,BSR013704,AVAQ56844,Hola,brucella,Irrigated,negative
1176,56836,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071120,BSR013692,AVAQ56836,Hola,qfever,Irrigated,negative
1176,56868,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071146,BSR013673,AVAQ56868,Hola,brucella,Irrigated,negative
1176,57017,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071151,BSR013607,AVAQ57017,Hola,rvf,Irrigated,negative
1176,58092,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT071137,BSR013622,AVAQ58092,Hola,qfever,Irrigated,negative
1176,56836,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071120,BSR013692,AVAQ56836,Hola,brucella,Irrigated,negative
1176,57910,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Weaner,BDT070562,BSR013686,AVAQ57910,Hola,rvf,Irrigated,negative
1176,58104,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071142,BSR013615,AVAQ58104,Hola,brucella,Irrigated,negative
1176,57936,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071147,BSR013598,AVAQ57936,Hola,rvf,Irrigated,negative
1176,58089,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071127,BSR013711,AVAQ58089,Hola,rvf,Irrigated,negative
1176,56859,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071130,BSR013708,AVAQ56859,Hola,qfever,Irrigated,positive
1176,57092,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071134,BSR013593,AVAQ57092,Hola,brucella,Irrigated,negative
1176,57904,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070563,BSR013700,AVAQ57904,Hola,qfever,Irrigated,positive
1176,57092,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071134,BSR013593,AVAQ57092,Hola,qfever,Irrigated,positive
1176,56840,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071128,BSR013710,AVAQ56840,Hola,rvf,Irrigated,negative
1176,58089,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071127,BSR013711,AVAQ58089,Hola,qfever,Irrigated,negative
1176,57992,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071121,BSR013583,AVAQ57992,Hola,rvf,Irrigated,negative
1176,56859,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071130,BSR013708,AVAQ56859,Hola,brucella,Irrigated,negative
1176,57949,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071140,BSR013586,AVAQ57949,Hola,brucella,Irrigated,negative
1176,57879,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Weaner,BDT071124,BSR013717,AVAQ57879,Hola,rvf,Irrigated,negative
1176,57010,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071112,BSR013706,AVAQ57010,Hola,brucella,Irrigated,negative
1176,56845,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070595,BSR013691,AVAQ56845,Hola,qfever,Irrigated,negative
1176,57911,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071131,BSR013696,AVAQ57911,Hola,rvf,Irrigated,negative
1176,58104,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071142,BSR013615,AVAQ58104,Hola,qfever,Irrigated,negative
1176,56863,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071153,BSR013592,AVAQ56863,Hola,rvf,Irrigated,positive
1176,56845,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070595,BSR013691,AVAQ56845,Hola,rvf,Irrigated,positive
1176,57230,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071156,BSR013595,AVAQ57230,Hola,brucella,Irrigated,negative
1176,56859,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071130,BSR013708,AVAQ56859,Hola,rvf,Irrigated,negative
1176,56868,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071146,BSR013673,AVAQ56868,Hola,qfever,Irrigated,negative
1176,56895,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071111,BSR013695,AVAQ56895,Hola,brucella,Irrigated,negative
1176,57911,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071131,BSR013696,AVAQ57911,Hola,qfever,Irrigated,negative
1176,57993,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071132,BSR013709,AVAQ57993,Hola,rvf,Irrigated,positive
1176,57911,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071131,BSR013696,AVAQ57911,Hola,brucella,Irrigated,negative
1176,57230,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071156,BSR013595,AVAQ57230,Hola,rvf,Irrigated,positive
1176,57021,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071126,BSR013712,AVAQ57021,Hola,qfever,Irrigated,negative
1176,57880,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071149,BSR013620,AVAQ57880,Hola,qfever,Irrigated,negative
1176,57936,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071147,BSR013598,AVAQ57936,Hola,qfever,Irrigated,negative
1176,57904,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070563,BSR013700,AVAQ57904,Hola,brucella,Irrigated,negative
1176,56873,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071152,BSR013601,AVAQ56873,Hola,rvf,Irrigated,negative
1176,56837,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071138,BSR013697,AVAQ56837,Hola,qfever,Irrigated,positive
1176,57230,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071156,BSR013595,AVAQ57230,Hola,qfever,Irrigated,negative
1176,56836,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071120,BSR013692,AVAQ56836,Hola,rvf,Irrigated,negative
1176,57163,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071123,BSR013714,AVAQ57163,Hola,rvf,Irrigated,negative
1176,58000,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Weaner,BDT071158,BSR013617,AVAQ58000,Hola,qfever,Irrigated,negative
1176,57017,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071151,BSR013607,AVAQ57017,Hola,qfever,Irrigated,negative
1176,57905,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Adult,BDT071157,BSR013606,AVAQ57905,Hola,rvf,Irrigated,positive
1176,57910,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Weaner,BDT070562,BSR013686,AVAQ57910,Hola,brucella,Irrigated,negative
1176,56895,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071111,BSR013695,AVAQ56895,Hola,qfever,Irrigated,positive
1176,57092,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071134,BSR013593,AVAQ57092,Hola,rvf,Irrigated,negative
1176,57163,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071123,BSR013714,AVAQ57163,Hola,qfever,Irrigated,positive
1176,57017,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071151,BSR013607,AVAQ57017,Hola,brucella,Irrigated,negative
1176,56955,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Adult,BDT071129,BSR013693,AVAQ56955,Hola,rvf,Irrigated,negative
1176,56875,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071143,BSR013679,AVAQ56875,Hola,rvf,Irrigated,negative
1176,57021,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071126,BSR013712,AVAQ57021,Hola,brucella,Irrigated,negative
1176,56851,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Weaner,BDT071150,BSR013603,AVAQ56851,Hola,rvf,Irrigated,negative
1176,56955,101.3,30,50,0,0,Sheep,Black Head Persian,Male,Adult,BDT071129,BSR013693,AVAQ56955,Hola,qfever,Irrigated,negative
1176,56911,101.3,30,50,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070726,BSR013661,AVAQ56911,Hola,brucella,Irrigated,negative
1176,57908,101.3,30,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071145,BSR013613,AVAQ57908,Hola,brucella,Irrigated,negative
1284,56894,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070663,BSR013702,AVAQ56894,Hola,qfever,Irrigated,negative
1284,56980,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070578,BSR013670,AVAQ56980,Hola,rvf,Irrigated,negative
1284,57972,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070795,BSR013651,AVAQ57972,Hola,brucella,Irrigated,negative
1284,56927,102.4,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070789,BSR013632,AVAQ56927,Hola,brucella,Irrigated,negative
1284,56894,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070663,BSR013702,AVAQ56894,Hola,brucella,Irrigated,negative
1284,56927,102.4,25,50,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070789,BSR013632,AVAQ56927,Hola,rvf,Irrigated,negative
1284,56831,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070577,BSR013671,AVAQ56831,Hola,rvf,Irrigated,positive
1284,56894,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070663,BSR013702,AVAQ56894,Hola,rvf,Irrigated,positive
1284,57023,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071155,BSR013642,AVAQ57023,Hola,qfever,Irrigated,negative
1284,56898,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070846,BSR013639,AVAQ56898,Hola,rvf,Irrigated,negative
1284,57023,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT071155,BSR013642,AVAQ57023,Hola,rvf,Irrigated,positive
1284,56946,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070560,BSR013665,AVAQ56946,Hola,brucella,Irrigated,negative
1284,57865,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070607,BSR013640,AVAQ57865,Hola,rvf,Irrigated,positive
1284,56783,102.4,25,50,0,0,Sheep,Black Head Persian,Male,Adult,BDT070571,BSR013667,AVAQ56783,Hola,qfever,Irrigated,negative
1284,57921,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070566,BSR013637,AVAQ57921,Hola,qfever,Irrigated,negative
1284,57965,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070573,BSR013636,AVAQ57965,Hola,rvf,Irrigated,positive
1284,57131,102.4,25,50,0,0,Sheep,Black Head Persian,Male,Weaner,BDT070788,BSR013658,AVAQ57131,Hola,qfever,Irrigated,negative
1284,56831,102.4,25,50,0,0,Sheep,Black Head Persian,Female,Adult,BDT070577,BSR013671,AVAQ56831,Hola,brucella,Irrigated,negative
